05-08 18:23:53.746 127.0.0.1:54323       26513  #r thread INFO: ----- H2O started  -----
05-08 18:24:29.828 127.0.0.1:54323       26513  FJ-1-13   INFO:  model id: GLM_model_R_1494293032731_10
05-08 18:24:29.828 127.0.0.1:54323       26513  FJ-1-13   INFO:  frame id: RTMP_sid_a446_22
05-08 18:24:29.828 127.0.0.1:54323       26513  FJ-1-13   INFO:  MSE: 6.5364313
05-08 18:24:29.828 127.0.0.1:54323       26513  FJ-1-13   INFO:  RMSE: 2.5566444
05-08 18:24:29.828 127.0.0.1:54323       26513  FJ-1-13   INFO:  mean residual deviance: 6.5364313
05-08 18:24:29.828 127.0.0.1:54323       26513  FJ-1-13   INFO:  mean absolute error: 1.8604393
05-08 18:24:29.828 127.0.0.1:54323       26513  FJ-1-13   INFO:  root mean squared log error: NaN
05-08 18:24:29.828 127.0.0.1:54323       26513  FJ-1-13   INFO:  null DOF: 61707.0
05-08 18:24:29.828 127.0.0.1:54323       26513  FJ-1-13   INFO:  residual DOF: 61691.0
05-08 18:24:29.828 127.0.0.1:54323       26513  FJ-1-13   INFO:  null deviance: 2.8270836E7
05-08 18:24:29.828 127.0.0.1:54323       26513  FJ-1-13   INFO:  residual deviance: 403350.1
05-08 18:24:29.828 127.0.0.1:54323       26513  FJ-1-13   INFO:  AIC: 291005.78
05-08 18:24:29.830 127.0.0.1:54323       26513  FJ-1-13   INFO: Cross-Validation Metrics Summary:
05-08 18:24:29.830 127.0.0.1:54323       26513  FJ-1-13   INFO:                         mean            sd  cv_1_valid  cv_2_valid  cv_3_valid  cv_4_valid
05-08 18:24:29.830 127.0.0.1:54323       26513  FJ-1-13   INFO:               mae   1.860474   0.017678676   1.8208604   1.8605633   1.8715774    1.888895
05-08 18:24:29.830 127.0.0.1:54323       26513  FJ-1-13   INFO:               mse   6.536712    0.12450812   6.2735515    6.496057   6.6296315   6.7476096
05-08 18:24:29.830 127.0.0.1:54323       26513  FJ-1-13   INFO:     null_deviance  7067709.0      73496.29   6898974.0   7116742.0   7076698.0   7178421.0
05-08 18:24:29.830 127.0.0.1:54323       26513  FJ-1-13   INFO:                r2  0.9857338  1.3005668E-4  0.98595214  0.98587817  0.98557466  0.98553014
05-08 18:24:29.830 127.0.0.1:54323       26513  FJ-1-13   INFO: residual_deviance  100837.52     1809.5369    96913.82    100494.0   102083.07    103859.2
05-08 18:24:29.830 127.0.0.1:54323       26513  FJ-1-13   INFO:              rmse  2.5564663   0.024414621    2.504706   2.5487363   2.5748072   2.5976162
05-08 18:24:29.830 127.0.0.1:54323       26513  FJ-1-13   INFO:             rmsle        0.0           NaN         NaN         NaN         NaN         NaN
05-08 18:24:29.963 127.0.0.1:54323       26513  #9677-170 INFO: GET /3/Models/GLM_model_R_1494293032731_10, parms: {}
05-08 18:24:30.121 127.0.0.1:54323       26513  #9677-170 INFO: POST /4/Predictions/models/GLM_model_R_1494293032731_10/frames/test.hex, parms: {}
05-08 18:24:32.640 127.0.0.1:54323       26513  #9677-170 INFO: GET /3/Frames/predictions_a258_GLM_model_R_1494293032731_10_on_test.hex, parms: {row_count=10}
05-08 18:24:32.661 127.0.0.1:54323       26513  #9677-170 INFO: GET /, parms: {}
05-08 18:24:32.665 127.0.0.1:54323       26513  #9677-170 INFO: GET /, parms: {}
05-08 18:24:32.676 127.0.0.1:54323       26513  #9677-170 INFO: GET /3/InitID, parms: {}
05-08 18:24:32.688 127.0.0.1:54323       26513  #9677-170 INFO: POST /99/Rapids, parms: {ast=(tmp= RTMP_sid_a037_23 (cbind test.hex predictions_a258_GLM_model_R_1494293032731_10_on_test.hex)), session_id=_sid_a037}
05-08 18:24:57.452 127.0.0.1:54323       26513  #9677-170 INFO: POST /99/Rapids, parms: {ast=(rm RTMP_sid_a446_22), session_id=_sid_a037}
05-08 18:25:49.344 127.0.0.1:54323       26513  #9677-170 INFO: GET /, parms: {}
05-08 18:25:50.126 127.0.0.1:54323       26513  #9677-170 INFO: POST /3/Shutdown, parms: {}
05-08 18:25:52.139 127.0.0.1:54323       26513  #read-135 INFO: Orderly shutdown:  Shutting down now.
